text,label,subject
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",2,"baseball,economy,pop-culture"
"Another one he should veto is the SCHIP program, which he should say 'Take the C out of, because now it's for everybody, like every other entitlement program.'",2,health-care
Sen. Obama's campaign announced that he's choosing his cabinet.,2,elections
"Daraprim is still underpriced, relative to its peers.",2,"corrections-and-updates,health-care,public-health"
"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.",2,"health-care,military"
On birthright citizenship for illegal immigrants.,2,immigration
Phoenix is the kidnapping capital of the Western Hemisphere.,2,"crime,immigration"
Says that Sen. Sherrod Brown is out there egging on a lot of these protesters who are spitting on policemen and going to the bathroom on policemens cars at these protests on Wall Street and other places.,2,"civil-rights,economy"
Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote,2,elections
Personal income is growing faster in Tennessee on average than any other state in the country.,2,"economy,income"
Alex Sink wants to cut Medicare.,2,"health-care,medicare"
Oregon is the most trade-dependent state in the nation,2,"economy,trade"
"More than 3,000 homicides were committed by illegal aliens over the past six years.",2,"crime,criminal-justice,immigration"
"If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.",2,"foreign-policy,government-regulation,technology"
I don't describe your plan as amnesty in my ad. I don't call it amnesty.,2,immigration
Dan Branch once lobbied for the AFL-CIO.,2,"candidates-biography,economy,labor"
Medicare passed with virtually no Republican support.,2,"health-care,history,medicare"
"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.",2,"health-care,medicare"
Sen. Sherrod Brown has chosen to side with Washington bureaucrats and fringe extremists in the attacks on our natural resources.,2,"energy,environment"
Proposed immigration legislation would give new immigrants a taxpayer-funded cellular phone.,2,"immigration,welfare"
The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.,2,health-care
College students who are NOT U.S. Citizens and who get the PELL Grant plan to return to their home countries after getting free gas cards and child care.,2,"education,immigration,welfare"
Says a new national poll shows the majority of the American people believe we should have a gold standard for U.S. currency.,2,economy
Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,2,"congress,public-health,voting-record"
This is the slowest job recovery since Hoover.,2,"economy,history,jobs"
"Oregons three largest employers, and 13 of the top 25, are health care providers.",2,"economy,health-care"
"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",2,health-care
"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite.""",2,"economy,federal-budget,history,taxes"
Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,2,"abortion,bipartisanship,candidates-biography,children,china,environment,federal-budget,message-machine-2012"
"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",2,health-care
Harry Reid has voted to give special tax breaks to illegal aliens.,2,"immigration,message-machine,taxes"
Says Hillary Clinton has not answered a single question about her immigration plan.,2,immigration
The music industry is the biggest export from Africa after oil and gas.,2,"ebola,economy,foreign-policy,pop-culture"
Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,2,"abortion,congress,corporations,health-care,religion,sexuality,supreme-court"
Says Iowa Gov. Terry Branstad chartered a plane to remove 124 young illegal immigrants from his state and take them back to Honduras.,2,immigration
The presence of gorillas calls into question the concept of evolution.,2,science
"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",2,"federal-budget,health-care,veterans"
My opponent promises to bring back old jobs by wishing away the global economy.,2,economy
On the success of Cash for Clunkers,2,economy
Says the Democratic Party createda debate schedule to maximize the opportunity for voters to see our candidates.,2,"debates,elections"
AIDS was transmitted to humans because one guy had sex with a monkey and then started having sex with men.,2,"education,gays-and-lesbians,health-care,history,public-health,sexuality"
Austin is effectively imposing a ban on barbecue restaurants.,2,"environment,food-safety"
"Says Bernie Sanders wins California landslide, But ⅔ of his votes arent counted.",2,elections
"New tax increases that went into effect on Jan.1, 2015, all passed under the Affordable Care Act, aka Obamacare.",2,"health-care,medicare,taxes"
Ted Cruz is in negotiations to be Donald Trumps running mate.,2,elections
The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.,2,"candidates-biography,health-care"
"While Americans pray for Paris, the government has acted on mandatory national vaccinations.",2,"congress,public-health,terrorism"
Health care reform legislation is likely to mandate free sex change surgeries.,2,health-care
Says the mandate is 71 times that a childs body will be injected with a disease for immunizations.,2,"children,public-health"
"Says Clackamas County Measure 3-401 will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.",2,"county-budget,county-government,elections,taxes"
"For the first time since 1990, American manufacturers are creating new jobs.",2,"economy,job-accomplishments,jobs"
We havent yet taken out a negative ad.,2,"campaign-finance,elections,abc-news-week"
The health care reform bill is the largest tax increase in U.S. history.,2,"health-care,taxes"
"More than 7,000 Americans lost their lives to climate change-fueled events last year.",2,"climate-change,environment"
"Bill White ... supports the ObamaCare socialized medicine plan, as well as Cap and Trade legislation that would kill thousands of Texas jobs.",2,"cap-and-trade,climate-change,health-care"
The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.,2,"energy,environment"
I have tremendous support from women.,2,"elections,women"
"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",2,"health-care,workers"
They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,2,health-care
Everything I have said (on the campaign trail) has been factually accurate.,2,elections
Says a Sanders campaign ad never said ... a newspaper endorsed us that did not.,2,elections
"Under Obamacare, Virginia taxpayers would have been forced to pay for abortions if the General Assembly had not recently intervened.",2,"abortion,health-care,taxes"
Baseball and insurance are the only industries exempt from antitrust laws.,2,"baseball,health-care"
Tampa is the strip club capital of the world.,2,"economy,pop-culture"
Page 992 of the health care bill will establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!,2,"abortion,health-care"
The U.S. economy is recovering slower than Europe,2,economy
Illegal immigrants mow the grass around the (Texas) Capitol.,2,"economy,immigration,jobs"
Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,2,"corporations,economy,labor,occupy-wall-street,workers"
Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,2,"government-efficiency,health-care"
Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,2,"elections,taxes"
"Over half of the young people in medical, dental and law schools are women.",2,"education,health-care,legal-issues,women"
Says Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.,2,elections
Says Sen. Sherrod Brown cast the deciding vote on the government takeover of health care.,2,"health-care,message-machine-2012,voting-record"
"Wisconsin uses voting machines that are outlawed, they are illegal.",2,"elections,legal-issues,technology"
"Out of 67 counties (in Florida), I won 66, which is unprecedented. Its never happened before.",2,elections
TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.,2,health-care
Wisconsins effective unemployment rate is 20 percent.,2,"economy,job-accomplishments,jobs"
On mandating health care coverage.,2,health-care
The only growth sector that weve had in the last two years in America is government growth.,2,"economy,jobs"
"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.",2,"elections,ethics"
"By advocating new requirements for voters to show ID cards at the polls, Republicans want to literally drag us all the way back to Jim Crow laws.",2,"elections,legal-issues"
"Every time we raise the minimum wage, the number of jobless people increases.",2,"economy,jobs,workers"
"In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers expense, holding press conferences, delivering $2,325,000 in checks.",2,"elections,ethics,job-accomplishments,state-budget"
There is a Republican plan to end Medicare.,2,"health-care,medicare"
Says Marco Rubio is the one for an open border.,2,immigration
President Obamas health care law represents a government takeover of health care.,2,health-care
The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,2,"economy,jobs"
"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",2,elections
"The number of illegal immigrants in the United States is 30 million, it could be 34 million.",2,"census,immigration"
"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.",2,"immigration,terrorism"
The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,2,"health-care,medicare"
On oil drilling off Virginias coast.,2,"energy,environment"
Hillary Clinton is for open borders.,2,immigration
The health care law imposes the largest tax increase in history on the middle class.,2,"health-care,message-machine-2012,taxes"
"The Obama administrations cap-and-trade plan would create a $1,761 yearly energy tax.",2,"cap-and-trade,climate-change,energy,environment"
"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.",2,"health-care,retirement"
"On the question on the DREAM Act, no -- no to granting lower tuition to illegals.",2,"education,immigration"
"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",2,health-care
"It was allowed, referring to her email practices.",2,"homeland-security,technology"
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,2,"china,environment,government-regulation"
We are experiencing the worst economic recovery America has ever had.,2,economy
Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.,2,"cap-and-trade,climate-change,environment,voting-record"
Were bankrupt.,2,"economy,federal-budget"
Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.,2,"corrections-and-updates,ethics,foreign-policy,technology"
Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district hes seeking to represent.,2,"candidates-biography,elections"
"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",2,health-care
"Taxpayer-funded benefits to illegals in California are ""a skyrocketing cost under Obamacare.""",2,"candidates-biography,elections,federal-budget,health-care,immigration,message-machine,poverty"
Ken Block supports Obamacare.,2,"economy,health-care,message-machine-2014"
"The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.",2,health-care
Obesity kills 34 children per hour.,2,"children,health-care,public-health"
"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.",2,"elections,legal-issues"
Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,2,elections
Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.,2,health-care
The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.,2,"energy,environment"
"A third of all the young people in America are not in America today because of abortion, because one in three pregnancies end in abortion.",2,"abortion,health-care,social-security"
74 percent of Republicans support the Affordable Care Act.,2,"health-care,polls"
The fiscal cliff agreement was the largest tax increase in history.,2,"federal-budget,health-care,taxes"
The economic impact of Atlantas 2000 Super Bowl was $292 million.,2,economy
We know how to stop AIDS: persuade men not to have sex with men.,2,"gays-and-lesbians,health-care"
Leticia Van de Putte voted to give illegal immigrants in this country free health care--not emergency health care but total free health care.,2,"health-care,immigration,public-health"
Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,2,"education,health-care"
Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.,2,"elections,history,human-rights,legal-issues"
"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",2,"crime,homeland-security,immigration"
The unemployment rate for young people is down from a 10.6 percent high in 2009 to 2.6 percent today.,2,"economy,job-accomplishments,jobs,workers"
President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.,2,"ebola,public-health"
There are no earmarks in the stimulus bill.,2,"economy,stimulus"
Says the fluoride Austin is putting in its drinking water is toxic waste.,2,public-health
Says Ron Wyden spent $2 million to study exotic ants.,2,"message-machine,science,stimulus"
"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",2,immigration
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',2,economy
On the use of presidentially appointed commissions.,2,"energy,federal-budget,government-efficiency,nuclear,oil-spill,science"
Slim Jims just recently cost 99 cents but now cost $2.69.,2,"agriculture,economy"
A recent report from the presidents deficit commission was completely empty on controlling health care costs.,2,"federal-budget,health-care,medicare,abc-news-week"
"Harambe received 15,000 votes in the presidential election.",2,"elections,fake-news"
"The Baucus health care bill ""could be used to ban guns in home self-defense.""",2,"guns,health-care"
"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""",2,"health-care,states,transparency"
Fifty-three percent of teens in Central Falls are getting pregnant.,2,"children,economy,education,families,health-care,women"
"The Democrats' health care bills would provide ""free health care for illegal immigrants.""",2,"health-care,immigration"
I have not said that I was a single-payer supporter.,2,health-care
"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.",2,"congress,taxes,technology,transparency"
Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.,2,health-care
"Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.",2,"economy,energy,environment"
We have more illegal immigrants here than we did five years ago.,2,immigration
The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,2,"abortion,health-care"
"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",2,"economy,history,jobs"
Only one out of 10 minimum wage workers today are teen age or a young person.,2,economy
"Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.",2,"bankruptcy,bush-administration,candidates-biography,congress,congressional-rules,corporations,economy,ethics,financial-regulation,government-regulation,history,legal-issues,message-machine-2012,campaign-advertising"
"Look, we are at war with these people and they dont wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.",2,"immigration,terrorism"
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",2,"health-care,medicare"
"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.",2,"elections,pundits,10-news-tampa-bay"
"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.",2,"health-care,medicare"
Says President Barack Obamas own economists say the stimulus cost $278K per job created.,2,"economy,jobs,stimulus"
Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,2,economy
Says 2010 was the worst year ever for Americas doctors reimbursed by Medicare.,2,health-care
"In 2001 and 02 . . . we had the pension system funded at (the)100% level in that year, and we did for two years at that point.",2,"debt,deficit,economy,history,job-accomplishments,labor,legal-issues,pensions,unions,workers"
"Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.",2,health-care
Says Ohios Issue 2 will create a redistricting commission that will have a blank check to spend our money.,2,"elections,government-efficiency,redistricting,state-budget"
The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,2,"health-care,states"
"Because of Obamacare, over the last two years, health care premiums have gone up -- its true -- but theyve gone up slower than any time in the last 50 years.",2,"debates,health-care"
There is no good data showing secondhand smoke kills people.,2,"public-health,science"
The president and vice president cant be from the same state.,2,"elections,legal-issues"
Obamacare prevents (Florida) from regulating insurance.,2,"florida,health-care,market-regulation"
Says some Austin school district classrooms lack electrical outlets.,2,"education,technology"
Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,2,health-care
Ronald Reagan faced an even worse recession than the current one.,2,"economy,history"
I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.,2,immigration
Transporting drugs is the price of admission for people crossing the border illegally.,2,"crime,drugs,homeland-security,human-rights,immigration,marijuana"
Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,2,"crime,elections,guns"
More people are losing their insurance (due to Obamacare) than are becoming newly insured.,2,health-care
We have doubled the distance our cars will go on a gallon of gas.,2,"energy,environment"
"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.",2,"corrections-and-updates,health-care,public-health"
There was serious voter fraud in Virginia.,2,elections
Scott Fisher tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.,2,"candidates-biography,federal-budget,health-care,public-health"
Says Bruce Braley took tens of thousands from his friends in the health insurance industry and gave them special favors by voting for Obamacare.,2,"campaign-finance,health-care"
"Says the stimulus bill sent tax credits overseas, such as $1.2 billion to a solar company thats building a plant in Mexico.",2,"corporations,energy,environment,government-efficiency,message-machine-2012,stimulus"
The Paul Ryan budget proposal would leave the country without Medicare.,2,"federal-budget,health-care,medicare"
Says Bill White is refusing to debate.,2,elections
"Since Obamacare became law, most of our new jobs have been part-time jobs.",2,"health-care,jobs,workers"
"Our veterans, in many cases, are being treated worse than illegal immigrants.",2,"immigration,veterans"
"Jobs incentive program created over 1,200 high-wage jobs since 2009.",2,"county-budget,economy"
Let me say that I dont think (Bernie Sanders has) had a single negative ad ever run against him.,2,"corrections-and-updates,elections,campaign-advertising"
"Says that under President Obama, theres been a substantial increase in federal government jobs.",2,"economy,government-efficiency,jobs"
"None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, wed be at 20 percent.",2,"elections,polls"
"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",2,immigration
''I have received more contributions than any other candidate in the race Republican or Democrat.'',2,elections
If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.,2,"economy,health-care,housing,income,retirement,taxes"
State employees will have to pay 100 percent of their pensions and health insurance after 2012.,2,"health-care,labor,state-budget"
"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",2,"education,immigration"
"There are about 350,000 people who succeed in crossing our borders illegally each year.",2,immigration
"Says nearly 30,000 federal employees in Oregon were furloughed during the government shutdown.",2,"economy,federal-budget,jobs"
Redistribution has never been a characteristic of America.,2,"economy,federal-budget,history,taxes"
If it werent for me (illegal immigration) wouldnt even be a big subject.,2,immigration
A Trump television ad shows Mexicans swarming over our southern border.,2,immigration
"Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.",2,immigration
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,2,environment
"When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.",2,"health-care,message-machine-2012,voting-record"
"Vice President Joe Biden's meeting ""with the transparency and accountability board . . . was closed to the public.""",2,"economy,stimulus,transparency"
"Says there were multiple instances of voter fraud in Wood County, Ohio.",2,elections
"As a result of Obamacare, California seniors face benefit cuts of over $1,700.",2,"federal-budget,health-care,medicare,message-machine-2014"
There has been no net global warming for over a decade now.,2,"climate-change,environment"
Says Charlie Crist supports cuts to the Medicare Advantage program.,2,"health-care,medicare"
Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,2,immigration
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,2,"health-care,state-budget,state-finances"
EPA wants to regulate the family BBQ.,2,"environment,food-safety,government-regulation"
"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""",2,"health-care,privacy"
"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election.",2,"civil-rights,elections,legal-issues,states"
Theres no negative advertising in my campaign at all.,2,elections
14 percent of noncitizens are registered to vote.,2,elections
"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.",2,"candidates-biography,economy,job-accomplishments"
"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.",2,"health-care,medicare"
A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,2,health-care
"Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. Its true. I get far bigger crowds.",2,"elections,pop-culture"
Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.,2,"economy,health-care,stimulus"
Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time.,2,public-health
The most significant driver of out-migration [from Rhode Island] is the estate tax.,2,"economy,state-budget,states,taxes"
"My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.",2,economy
Says the national heath care reform is a government takeover of health care.,2,health-care
Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states.,2,health-care
Says Barack Obama knew half of the population of the United States would lose their health insurance.,2,health-care
Forty-five percent of doctors say theyll quit if health care reform passes.,2,"health-care,pundits"
"Scott Walker was elected governor on a promise not to take campaign contributions from the date of his inauguration until the signing of the state budget, but broke it by taking nearly $5.6 million.",2,"campaign-finance,elections,state-budget"
Floridas proposed Health Care Freedom Act will allow Floridians to opt out of Obamas govt. takeover of healthcare!,2,"health-care,legal-issues,states"
Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.,2,"immigration,transportation"
"Blue Cross headquarters has ""a $30,000 granite table.""",2,"corporations,economy,health-care"
"Recently though, the media has reported on thousands of illegal voters here in the commonwealth.",2,elections
Repealing Obamacare saves our nation more than $2 trillion.,2,"debt,health-care"
Small businesses (are) going out of business in record numbers.,2,"economy,small-business"
Bill White ...offered sanctuary to illegal immigrants.,2,immigration
Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.,2,"health-care,legal-issues,public-health"
Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,2,"crime,immigration"
We have unemployment that rivals the Great Depression.,2,"economy,jobs"
Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.,2,immigration
"Says former Federal Reserve Chairman Alan Greenspan said that if the workers are more insecure, thats very healthy for the society because theyll serve the masters gladly and passively.",2,"economy,labor,workers"
"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",2,economy
"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.",2,"government-regulation,health-care,market-regulation,science"
NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,2,"climate-change,environment"
"Under Obamacare, The IRS will have access to the American peoples protected health care information.",2,"health-care,taxes"
You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,2,"environment,water"
Millions could lose their health care coverage and be forced into a government pool under the new health care law.,2,health-care
"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",2,health-care
Youth unemployment is through the roof.,2,economy
"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.",2,"health-care,medicare,privacy,public-health"
Says Mexico can afford to build a wall because the countrys trade deficit with America is billions of dollars.,2,"immigration,trade"
Says Donald Trump promised to take care of everybody (through government-run healthcare and) the governments going to pay for it.,2,"drugs,economy,federal-budget,health-care,poverty,public-health"
President Obamas health-care law will add trillions of dollars in debt.,2,"deficit,federal-budget,health-care,taxes"
No doctors who went to an American medical school will be accepting Obamacare.,2,"health-care,pundits"
"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",2,"energy,environment,military"
"Says he cured Charlie Sheen and the island of Comoros of HIV with milk from goats, which had arthritis.",2,"health-care,public-health,science"
No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trumps achievement is remarkable.,2,"elections,history"
Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,2,"elections,taxes"
There was serious voter fraud in California.,2,elections
"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.",2,"elections,campaign-advertising"
The Affordable Care Act will likely go down as the biggest tax increase in history.,2,"financial-regulation,health-care,taxes"
Weve broken by millions the all-time record for votes in a GOP presidential primary election.,2,elections
We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.,2,immigration
The majority actually want single-payer health care.,2,health-care
On repealing the 17th Amendment,2,"debates,elections,states"
"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",2,immigration
"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.",2,"health-care,public-health"
Says Houstons 18th congressional district has been gentrified and is home to more Anglos than African Americans.,2,"candidates-biography,census,diversity,elections"
"Most of West Virginia is still owned, in excess of 90 percent, by out-of-state interests.",2,"environment,public-health,wealth"
Federal health care reforms amounted to the government takeover of health care.,2,health-care
Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls.,2,"elections,message-machine-2012"
Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.,2,elections
Says in 1944 we were in debt more than twice as much as we are now.,2,"deficit,economy,federal-budget"
Evidence shows Zika virus turns fetus brains to liquid.,2,public-health
Says the U.S. election system is rigged.,2,elections
"Statistics show one male cat can father 420,000 kittens in five years.",2,"animals,science"
Says Hillary Clinton has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.,2,"candidates-biography,economy,foreign-policy,history,job-accomplishments,trade"
On the importance of an independent voting record,2,"elections,job-accomplishments"
"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",2,health-care
What they will do is socialized medicine.,2,health-care
We spend twice as much per capita on health care as any other nation on Earth.,2,health-care
On choosing a Texas House speaker,2,"elections,states"
Says Kay Hagan supports waivers for friends of Obama and special treatment for Congress and their staffs.,2,health-care
A major part of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman was essentially written by BP.,2,"climate-change,corporations,energy,environment,oil-spill"
Report: 3 million votes in presidential election cast by illegal aliens.,2,"elections,immigration"
Says al Qaeda has camps with the drug cartels in Mexico.,2,"drugs,immigration,terrorism"
Says Donald Trumps presidential victory was an electoral landslide.,2,"elections,history,states"
The government will go out and buy my breast pump for my babies.,2,"health-care,taxes,women"
"Says as GOP was picking a convention city, I recommended Ohio.",2,elections
U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,2,"congress,health-care"
A hidden provision in Obamacare taxes sporting goods as medical devices.,2,"health-care,taxes"
The average age of first marijuana use is 12.,2,"drugs,government-regulation,health-care,legal-issues,marijuana,market-regulation,states"
Millions of Americans are paying more and getting less under Obamacare.,2,health-care
This Congressadjourned earliest of any time in congressional history before an election.,2,"congress,elections,history"
The United States regulations are among the most difficult in the world.,2,"economy,environment,health-care,market-regulation"
"Every time weve cut taxes, revenues have gone up, the economy has grown.",2,"economy,federal-budget,taxes,abc-news-week"
On the way the federal government should spend Floridas rejected high-speed rail money.,2,"economy,federal-budget,taxes,transportation"
Says iPads and iPhones are built in the United States of America.,2,"economy,abc-news-week,trade"
We spend more money on antacids than we do on politics.,2,"campaign-finance,economy"
"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.",2,"congress,health-care"
Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!,2,immigration
President Obamas refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.,2,"energy,environment,gas-prices,pundits"
Says Oregon is one of only three states that allow the use of gillnets on inland waters.,2,"environment,jobs,message-machine-2012,recreation"
Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.,2,"candidates-biography,education,elections,ethics"
